Sno,Name,Youtuber,Country,Subscribers,Category_2,Avg_views,Avg_likes,Avg_Comments,Category_3
496,Super Polina,Super Polina,Russia,14500000.0,,8900.0,61.0,0.0,,
497,Martin Garrix,MartinGarrix,United States,14400000.0,Music & Dance,54000.0,5100.0,103.0,,
498,The Slow Mo Guys,theslowmoguys,United States,14400000.0,,946900.0,62900.0,2800.0,,
499,It's Mamix,It's Mamix,Russia,14400000.0,DIY & Life Hacks,2900000.0,0.0,5200.0,,
500,Chad Wild Clay,chadwildclay,United States,14400000.0,Movies,2200000.0,38200.0,6500.0,Humor,
501,Gyan Gamingㅤ,Gyan Gamingㅤ,India,14400000.0,,371800.0,38600.0,863.0,,
502,Unspeakable,Unspeakable,United States,14400000.0,Video games,3300000.0,62700.0,7200.0,Humor,
503,Totoy kids - Español,Totoy kids - Español,,14400000.0,Toys,731300.0,3400.0,0.0,,
504,PlayStation,PlayStation,United States,14400000.0,,43800.0,1400.0,158.0,,
505,Genierock,Genierock,Thailand,14400000.0,Music & Dance,100700.0,988.0,64.0,,
506,CoryxKenshin,CoryxKenshin,United States,14400000.0,Video games,7500000.0,528300.0,34100.0,Humor,
507,Aphmau,ChallengeAcceptedInc,United States,14300000.0,Animation,2500000.0,59800.0,4400.0,Video games,
508,ABS-CBN News,TheABSCBNNews,Philippines,14300000.0,News & Politics,5400.0,50.0,4.0,,
509,Mohamed Ramadan I محمد رمضان,MRamadanOfficial,Egypt,14200000.0,Music & Dance,2400000.0,59400.0,4100.0,,
510,Zach Choi ASMR,Zach Choi ASMR,United States,14200000.0,Daily vlogs,166700.0,11000.0,114.0,,
511,Camila Loures,camilaloures,Brazil,14200000.0,Movies,239900.0,18800.0,325.0,Humor,
512,Anasala I أنس و أصالة,Anasala I أنس و أصالة,Egypt,14200000.0,,2700000.0,194200.0,7700.0,,
513,CNN,CNN,United States,14200000.0,Music & Dance,323200.0,4700.0,4200.0,Animation,
514,Gulshan Kalra,Gulshan Kalra,India,14200000.0,,8900000.0,477600.0,561.0,,
515,Taarak Mehta Ka Ooltah Chashmah,Taarak Mehta Ka Ooltah Chashmah,India,14200000.0,,348000.0,5700.0,88.0,,
516,UFC - Ultimate Fighting Championship,UFC,United States,14200000.0,Sports,135800.0,3000.0,301.0,,
517,Trap City,OfficialTrapCity,United States,14200000.0,Music & Dance,35500.0,1800.0,76.0,,
518,O Canal do Joãozinho - Little Angel Português,O Canal do Joãozinho - Little Angel Português,,14200000.0,Animation,764100.0,3500.0,0.0,,
519,Daily Dose Of Internet,Daily Dose Of Internet,United States,14100000.0,Animals & Pets,5100000.0,249500.0,9800.0,,
520,#Refugio Mental,#Refugio Mental,Argentina,14100000.0,Movies,566800.0,6600.0,80.0,,
521,A2 Motivation by {Arvind Arora},A2 Motivation by {Arvind Arora},India,14100000.0,,342100.0,47100.0,208.0,,
522,EdisonPts,EdisonPts,Russia,14100000.0,Video games,2000000.0,144900.0,6900.0,,
523,Трум Трум,Трум Трум,,14100000.0,Humor,237200.0,2900.0,104.0,Toys,
524,DM - Desi Melodies,DM - Desi Melodies,India,14000000.0,Music & Dance,15400000.0,321100.0,18600.0,,
525,Saad Lamjarred | سعد لمجرد,SaadLamjarredTV,Morocco,14000000.0,Music & Dance,2000000.0,74700.0,8400.0,,
526,F2Freestylers - Ultimate Soccer Skills Channel,F2Freestylers,United Kingdom,14000000.0,Sports,957600.0,0.0,328.0,,
527,Blippi Español,Blippi Español,,14000000.0,Toys,485600.0,1700.0,0.0,Education,
528,Doc Tops,Doc Tops,Mexico,14000000.0,Animation,1300000.0,58600.0,805.0,,
529,AM3NlC,AM3NlC,Brazil,14000000.0,Food & Drinks,190600.0,19900.0,276.0,,
530,FC Barcelona,fcbarcelona,United States,14000000.0,Sports,224700.0,14000.0,262.0,,
531,Мастерская Настроения,MasterskayaNastroeny,Russia,14000000.0,Movies,408900.0,10400.0,209.0,Video games,
532,Bie The Ska,bomberball,Thailand,14000000.0,,384500.0,12200.0,265.0,,
533,Auron,Auron,Mexico,14000000.0,Video games,2000000.0,112600.0,1800.0,,
534,NikkieTutorials,NikkieTutorials,United States,14000000.0,Design/art,1700000.0,165300.0,752.0,Beauty,
535,Mis Pastelitos,mispastelitosyoutub,Mexico,13900000.0,Food & Drinks,864600.0,33400.0,1200.0,,
536,Mazhavil Manorama,MazhavilManorama,India,13800000.0,,9600.0,106.0,4.0,,
537,Rosanna Pansino,RosannaPansino,United States,13800000.0,DIY & Life Hacks,206300.0,8800.0,224.0,,
538,MNCTV OFFICIAL,MNCTVOfficial,Indonesia,13800000.0,Music & Dance,2000.0,40.0,1.0,,
539,Hongyu ASMR 홍유,Hongyu ASMR 홍유,United States,13800000.0,ASMR,666700.0,8900.0,258.0,,
540,Kuplinov ► Play,Kuplinov ► Play,Russia,13800000.0,Video games,1300000.0,83600.0,2300.0,,
541,MY FAMILY,MY FAMILY,India,13800000.0,,3700000.0,14200.0,220.0,,
542,CrashCourse,crashcourse,United States,13800000.0,Science & Technology,48600.0,1800.0,65.0,,
543,SMOL,SMOL,United States,13800000.0,,359400.0,16300.0,18.0,,
544,ADEL et SAMI,ADEL et SAMI,France,13800000.0,Music & Dance,63300.0,487.0,0.0,Humor,
545,MSA previously My Story Animated,MSA previously My Story Animated,United States,13800000.0,Animation,7600000.0,200400.0,6700.0,Humor,
546,Jake Fellman,Jake Fellman,United States,13800000.0,,216500.0,9100.0,44.0,,
547,TazerCraft,TazerCraft,Brazil,13800000.0,Movies,462400.0,27000.0,493.0,Animation,
548,MAIKI021,MAIKI021,Brazil,13800000.0,Movies,30200.0,3700.0,75.0,Animation,
549,NOBRU,NOBRU,Brazil,13800000.0,Video games,146400.0,21800.0,174.0,Toys,
550,DangMattSmith,dangmattsmith,,13700000.0,Animation,114300.0,4200.0,436.0,Humor,
551,Wengie,WWWengie,United States,13700000.0,DIY & Life Hacks,74500.0,3500.0,270.0,,
552,Zig & Sharko,Zig & Sharko,,13700000.0,,387500.0,2900.0,0.0,,
553,Aadishakti Films,Aadishakti Films,,13700000.0,Music & Dance,61100.0,2800.0,231.0,,
554,Lyna,SrtaLynaV,Mexico,13700000.0,Movies,458200.0,23700.0,1400.0,Animation,
555,5-Minute Crafts Recycle,5-Minute Crafts Recycle,India,13600000.0,,38500.0,323.0,11.0,,
556,Vlad and Niki ESP,Vlad and Niki ESP,,13600000.0,,621800.0,2900.0,0.0,,
557,Harry Styles,Harry Styles,United States,13600000.0,Music & Dance,0.0,0.0,0.0,,
558,Vlad and Niki ARA,Vlad and Niki ARA,,13600000.0,,381400.0,2900.0,0.0,,
559,Neha Kakkar,NehaKakkarOfficial,India,13600000.0,Music & Dance,130500.0,8300.0,133.0,,
560,ABC News,ABCNews,United States,13600000.0,News & Politics,12500.0,148.0,116.0,,
561,Narins Beauty,Narins Beauty,Iraq,13600000.0,,2900000.0,224400.0,12200.0,,
562,Telemundo,telemundotv,Argentina,13600000.0,,72200.0,2400.0,156.0,,
563,TV Ana Emilia,TV Ana Emilia,Mexico,13600000.0,,264900.0,11400.0,1200.0,,
564,YOLO,YOLO,Mexico,13600000.0,,1100000.0,87400.0,1200.0,,
565,The World Adventures हिन्दी,The World Adventures हिन्दी,,13500000.0,Daily vlogs,17100.0,996.0,33.0,,
566,ZEE5,ZEE5,India,13500000.0,,394.0,6.0,0.0,,
567,Wesley Safadão,bandagarotasafada,Brazil,13500000.0,Music & Dance,30400.0,1800.0,36.0,,
568,PlayHard,boplayhard,Brazil,13500000.0,,458500.0,67800.0,114.0,,
569,Online Job,Online Job,India,13500000.0,,7900.0,203.0,38.0,,
570,Lindsey Stirling,lindseystomp,United States,13500000.0,Music & Dance,241100.0,20100.0,994.0,Movies,
571,Wish 107.5,Wish 107.5,Philippines,13500000.0,Music & Dance,178200.0,4000.0,331.0,,
572,Kurt Hugo Schneider,Kurt Hugo Schneider,United States,13400000.0,,859600.0,2600.0,77.0,,
573,FAPTV,FAPtivi,United States,13400000.0,Animation,3100000.0,0.0,1200.0,Humor,
574,How Ridiculous,whoisjimmy,United States,13400000.0,Video games,1300000.0,52300.0,2300.0,,
575,Gallina Pintadita,GallinaPintadita,,13400000.0,Animation,297000.0,1500.0,0.0,,
576,H2ODelirious,H2ODelirious,United States,13400000.0,Animation,113300.0,6200.0,217.0,Video games,
577,123 GO! Spanish,123 GO! Spanish,Mexico,13400000.0,Animation,475200.0,5500.0,75.0,,
578,Atlantic Records,AtlanticVideos,United States,13400000.0,Music & Dance,9200.0,422.0,11.0,,
579,PrestonPlayz,PrestonPlayz,United States,13400000.0,Animation,1200000.0,44000.0,1400.0,Video games,
580,MyMissAnand,MyMissAnand,India,13300000.0,Movies,1500000.0,49300.0,428.0,Humor,
581,Anaysa,iloveindianmakeup,India,13300000.0,Movies,835100.0,24300.0,707.0,Humor,
582,Infobells Bangla,Infobells Bangla,,13200000.0,Education,466400.0,2500.0,0.0,,
583,ETV Jabardasth,ETV Jabardasth,India,13200000.0,,106400.0,1800.0,38.0,,
584,SRK MUSIC,SRKASSAMESE,India,13200000.0,Music & Dance,317400.0,13800.0,542.0,,
585,Desi Gamers,Desi Gamers,India,13200000.0,,664200.0,89800.0,4000.0,,
586,Coke Studio,Coke Studio,Pakistan,13200000.0,Music & Dance,1900000.0,17500.0,446.0,Movies,
587,Like Nastya Stories,Like Nastya Stories,,13200000.0,,145200.0,1100.0,0.0,,
588,Shorts Break,Shorts Break,India,13200000.0,,15400000.0,810600.0,942.0,,
589,O Reino Infantil,OReinho,,13200000.0,Music & Dance,94500.0,465.0,0.0,,
590,theRadBrad,theRadBrad,United States,13200000.0,Video games,139200.0,5900.0,484.0,,
591,The LaBrant Fam,The LaBrant Fam,United States,13200000.0,Music & Dance,934100.0,26400.0,0.0,Humor,
592,Поззи,PozzitifonShow,Russia,13200000.0,Video games,898600.0,34200.0,2600.0,,
593,The Q,The Q,United States,13100000.0,,2100000.0,51000.0,2700.0,,
594,T-Series Hamaar Bhojpuri,hamaarbhojpuri,India,13100000.0,Music & Dance,12100.0,291.0,33.0,,
595,Alex Gonzaga Official,Alex Gonzaga Official,Philippines,13100000.0,Music & Dance,2900000.0,129800.0,2000.0,Humor,
596,DALLMYD,DALLMYD,United States,13000000.0,Mystery,464200.0,28200.0,1500.0,,
597,Katakit Baby TV,HusamYK,Saudi Arabia,13000000.0,Music & Dance,484400.0,4800.0,0.0,,
598,PowerfulJRE,PowerfulJRE,United States,13000000.0,Daily vlogs,1600000.0,33300.0,3700.0,,
599,Dear Sir,Dear Sir,India,13000000.0,Education,162800.0,11400.0,747.0,,
600,Zeinab Harake,Zeinab Harake,Philippines,13000000.0,Daily vlogs,2500000.0,136600.0,3100.0,,
601,Ajay Sharma,Ajay Sharma,India,13000000.0,,4400000.0,245200.0,208.0,,
602,Matt Steffanina,MattSDance,United States,13000000.0,Music & Dance,116600.0,4800.0,50.0,Movies,
603,NishaMadhulika,NishaMadhulika,India,13000000.0,Food & Drinks,191000.0,5100.0,786.0,,
604,ATHLEAN-X™,JDCav24,United States,13000000.0,Fitness,616400.0,29700.0,810.0,Health & Self Help,
605,Ray William Johnson,RayWilliamJohnson,United States,13000000.0,Animation,3500000.0,338300.0,2800.0,Humor,
606,The Shiny Peanut,The Shiny Peanut,Indonesia,13000000.0,,14400.0,371.0,24.0,,
607,O Que Não Dizer Oficial,O Que Não Dizer Oficial,Brazil,13000000.0,Movies,419900.0,46500.0,535.0,Animation,
608,twenty one pilots,twentyonepilots,United States,13000000.0,Music & Dance,50500.0,5300.0,137.0,,
609,BBC News,bbcnews,United Kingdom,13000000.0,News & Politics,111300.0,1600.0,819.0,,
610,Typical Gamer,typicalgamer,United States,13000000.0,Video games,393800.0,10700.0,333.0,,
611,Everson Zoio,djzoi0,Brazil,12900000.0,Movies,539000.0,71800.0,4200.0,Animation,
612,KOMPASTV,KompasTVNews,Indonesia,12900000.0,News & Politics,8500.0,73.0,27.0,,
613,RedeTV,RedeTVhdBrasil,Brazil,12900000.0,News & Politics,3600.0,129.0,4.0,,
614,MrSuicideSheep,MrSuicideSheep,United States,12800000.0,,68400.0,3200.0,68.0,,
615,Veritasium,1veritasium,United States,12800000.0,Science & Technology,4700000.0,125000.0,5000.0,,
616,Hacksmith,MstrJames,United States,12800000.0,Video games,323200.0,14700.0,318.0,,
617,أترو/Atro,أترو/Atro,Iraq,12800000.0,,413400.0,49700.0,8500.0,,
618,unknown boy varun,unknown boy varun,India,12800000.0,Music & Dance,22400000.0,2100000.0,1800.0,,
619,Jazzghost,jazzghost1,Brazil,12800000.0,Animation,952500.0,58300.0,1700.0,Video games,
620,Rebecca Zamolo,rebeccazamolo1,United States,12800000.0,Video games,3200000.0,67700.0,8700.0,Humor,
621,Lady Diana,Lady Diana,Russia,12800000.0,Music & Dance,2100000.0,63800.0,2800.0,,
622,T-Series Regional,tseriesregional,India,12800000.0,Music & Dance,6500.0,119.0,15.0,,
623,Top Viral Talent,MusicTalentNow,United States,12800000.0,,25100.0,302.0,17.0,,
624,Crescendo com Luluca,Crescendo com Luluca,Brazil,12800000.0,Toys,1200000.0,44600.0,4000.0,,
625,Sony Music South,Sony Music South,India,12800000.0,Movies,265600.0,8000.0,194.0,Animation,
626,VexTrex,VexTrex,,12800000.0,,97700.0,0.0,0.0,,
627,Goldmines Premiere,GoldClassics,,12800000.0,,7600.0,145.0,0.0,,
628,Ei Nerd,einerdtv,Brazil,12800000.0,Movies,284000.0,39100.0,1400.0,Animation,
629,#Refúgio Mental,#Refúgio Mental,Brazil,12800000.0,Movies,341700.0,9800.0,89.0,Animation,
630,ГЛЕНТ,ГЛЕНТ,Russia,12800000.0,Video games,1700000.0,167200.0,5400.0,,
631,Disney Junior,disneyjunior,,12700000.0,Music & Dance,103600.0,272.0,0.0,,
632,Alan Chikin Chow,Alan Chikin Chow,India,12700000.0,,15000000.0,430800.0,611.0,,
633,StudyIQ IAS,StudyIQ IAS,India,12700000.0,Education,8600.0,475.0,10.0,,
634,Health Time,Health Time,India,12700000.0,Daily vlogs,6900.0,238.0,8.0,,
635,Blossom,Blossom,United States,12700000.0,,45800.0,1000.0,11.0,,
636,BBC,BBC,United Kingdom,12600000.0,Movies,19000.0,275.0,33.0,,
637,gymvirtual,gymvirtual,Mexico,12600000.0,Music & Dance,94500.0,3100.0,92.0,,
638,TKOR,1032010814,United States,12600000.0,DIY & Life Hacks,62000.0,1500.0,125.0,,
639,Lokdhun Punjabi,htpunjabi,India,12600000.0,Music & Dance,0.0,0.0,0.0,,
640,BIBO와 장난감,BIBO와 장난감,,12600000.0,,51600.0,0.0,0.0,,
641,Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,India,12600000.0,Education,50300.0,2100.0,105.0,,
642,Juliana Baltar,Juliana Baltar,Brazil,12600000.0,Movies,241100.0,15400.0,477.0,Humor,
643,DJ Khaled,DJ Khaled,United States,12600000.0,Music & Dance,384900.0,14400.0,756.0,,
644,Narendra Modi,Narendra Modi,India,12600000.0,Science & Technology,26600.0,1200.0,105.0,News & Politics,
645,Kabita's Kitchen,Kabita's Kitchen,India,12600000.0,,333700.0,7300.0,461.0,,
646,JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,India,12600000.0,,95200.0,625.0,0.0,,
647,Zee Bangla,zeebangla,India,12600000.0,,17200.0,221.0,2.0,,
648,Awakening Music,awakeningrecords,Indonesia,12600000.0,Music & Dance,22500.0,2000.0,97.0,,
649,Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,Iraq,12600000.0,,356800.0,16900.0,241.0,,
650,Adexe & Nau,AdexeOficial,Mexico,12600000.0,Music & Dance,44200.0,4300.0,159.0,,
651,Parafernalha,canalparafernalha,Brazil,12600000.0,,29200.0,1800.0,11.0,,
652,JesseAndMike,JesseAndMike,United States,12600000.0,,986200.0,11200.0,261.0,,
653,karameeshchannel,karameeshchannel,Jordan,12500000.0,Music & Dance,164900.0,2300.0,0.0,,
654,Piuzinho,Piuzinho,Brazil,12500000.0,Animation,522800.0,126800.0,2400.0,Humor,
655,Brawl Stars,Brawl Stars,United States,12500000.0,Animation,1600000.0,115400.0,5500.0,,
656,ماشا و الدب,ماشا و الدب,,12500000.0,,1100000.0,6800.0,0.0,,
657,Peppa Pig em Português Brasil - Canal Oficial,OficialPeppa,,12500000.0,Movies,631100.0,5400.0,0.0,Animation,
658,Blockbuster Movies,Blockbuster Movies,India,12500000.0,Daily vlogs,146800.0,3500.0,19.0,,
659,Troom Troom India,Troom Troom India,India,12500000.0,,269200.0,2400.0,36.0,,
660,Talking Angela,TalkingAngelaCat,United States,12400000.0,Music & Dance,99400.0,3500.0,122.0,,
661,elliegoulding,elliegoulding,United States,12400000.0,Music & Dance,16700.0,1300.0,51.0,,
662,キッズライン♡Kids Line,runway19co,,12400000.0,Toys,4600.0,0.0,0.0,Education,
663,People Vs Food,React,United States,12400000.0,Food & Drinks,637900.0,23000.0,1300.0,,
664,Come Play With Me,Come Play With Me,,12400000.0,Toys,2500000.0,0.0,0.0,,
665,Meghan Trainor,Meghan Trainor,United States,12400000.0,Music & Dance,17400.0,1300.0,36.0,,
666,Mythpat,Mythpat,India,12400000.0,,4200000.0,357300.0,16900.0,,
667,LOUD,LOUD,Brazil,12400000.0,,165900.0,18100.0,241.0,,
668,CaseyNeistat,caseyneistat,United States,12400000.0,Daily vlogs,939100.0,53600.0,4200.0,,
669,Just For Laughs Gags,JustForLaughsTV,United States,12400000.0,,42400.0,812.0,32.0,,
670,Troom Troom PT,Troom Troom PT,Brazil,12400000.0,Toys,82300.0,1700.0,61.0,,
671,Gibby :),Gibby :),Mexico,12400000.0,Movies,892400.0,59700.0,1900.0,,
672,The Dodo,TheDodoSite,United States,12400000.0,Animals & Pets,471700.0,19100.0,690.0,,
673,Little Baby Bum en Español,LittleBabyBumEspanol,,12400000.0,Education,37900.0,0.0,0.0,,
674,DisneyChannelUK,DisneyChannelUK,,12300000.0,Movies,92600.0,945.0,0.0,Humor,
675,My Mate Nate,My Mate Nate,Thailand,12300000.0,,1400000.0,42500.0,1000.0,,
676,Think Music India,thinkmusicindia,India,12300000.0,Music & Dance,53100.0,2400.0,19.0,,
677,Bispo Bruno Leonardo,Bispo Bruno Leonardo,Brazil,12300000.0,Music & Dance,680900.0,240800.0,186800.0,,
678,Bela Bagunça,Bela Bagunça,Brazil,12300000.0,Movies,125100.0,5700.0,201.0,Animation,
679,GMA News,gmanews,Philippines,12300000.0,News & Politics,3000.0,34.0,5.0,,
680,HZHtube Kids Fun,HZHtube Kids Fun,,12200000.0,Animation,334100.0,2200.0,0.0,Toys,
681,FIFA,FIFATV,United States,12200000.0,Sports,31900.0,1400.0,34.0,,
682,DeGoBooM,DeGoBooM,Mexico,12200000.0,Movies,367100.0,11100.0,278.0,Animation,
683,Geo News,geonews,Pakistan,12200000.0,News & Politics,5700.0,87.0,10.0,,
684,Más SKabeche,Más SKabeche,Mexico,12200000.0,,1500000.0,97600.0,1600.0,,
685,Trakin Tech,Trakin Tech,India,12200000.0,News & Politics,337200.0,19700.0,1100.0,,
686,NDTV,ndtv,India,12200000.0,News & Politics,3000.0,41.0,10.0,,
687,Compot,TastyCompot,Russia,12200000.0,Video games,1100000.0,47800.0,2100.0,,
688,Kids TV India Hindi Nursery Rhymes,kidstvindia,,12200000.0,Education,328400.0,2100.0,0.0,,
689,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,TheDaniRep,Mexico,12200000.0,Animation,206200.0,12000.0,155.0,Video games,
690,Jass Records,officialjassrecords,India,12200000.0,Music & Dance,24700.0,1100.0,10.0,,
691,RaptorGamer,RaptorGamer,Mexico,12100000.0,Animation,624800.0,36900.0,1000.0,Video games,
692,Sonotek Bhakti,htbhakti,India,12100000.0,Music & Dance,83800.0,1200.0,43.0,,
693,Marta and Rustam,Marta and Rustam,India,12100000.0,,4100000.0,150600.0,116.0,,
694,Vogue,Americanvogue,United States,12100000.0,Fashion,266400.0,13500.0,643.0,,
695,The Infographics Show,TheInfographicsShow,United States,12100000.0,Education,232200.0,7400.0,440.0,,
696,Jordan Matter,jordanmatter,United States,12100000.0,Music & Dance,11400000.0,226300.0,21500.0,Humor,
697,Codiscos,Codiscos,,12000000.0,Music & Dance,8900.0,209.0,8.0,,
698,BanderitaX,BanderitaX,Saudi Arabia,12000000.0,Animation,997300.0,122100.0,4400.0,Video games,
699,NORMAN FAIT DES VIDÉOS,NormanFaitDesVideos,France,12000000.0,Movies,0.0,0.0,0.0,Animation,
700,Netflix Jr.,storybots,,12000000.0,Animation,46200.0,132.0,0.0,Humor,
701,Troom Troom Indonesia,Troom Troom Indonesia,Indonesia,12000000.0,Music & Dance,175500.0,1600.0,43.0,Movies,
702,Ice Cream Rolls,Ice Cream Rolls,United States,12000000.0,,66000.0,2100.0,129.0,,
703,Jamuna TV,Jamuna TV,Bangladesh,12000000.0,News & Politics,19400.0,566.0,48.0,,
704,Lulu99,Lulu99,Colombia,12000000.0,,1300000.0,71600.0,5100.0,,
705,CHHOTU KI MASTI,CHHOTU KI MASTI,India,12000000.0,,1700000.0,14000.0,197.0,,
706,Panda,Panda,India,12000000.0,Animation,754300.0,62500.0,1300.0,Toys,
707,Akshay Nagwadiya,Akshay Nagwadiya,India,12000000.0,,3400000.0,257900.0,855.0,,
708,E-MasterSensei,E-MasterSensei,Mexico,12000000.0,Movies,2000000.0,65400.00000000001,1300.0,Video games,
709,Technology Gyan,Technology Gyan,India,12000000.0,,419000.0,34500.0,1700.0,,
710,Planet Earth INDIA,Planet Earth INDIA,India,12000000.0,Daily vlogs,53100.0,1700.0,143.0,,
711,WiederDude,WiederDude,United States,12000000.0,,1600000.0,19900.0,324.0,,
712,Yair17,YairAuriazul,Mexico,12000000.0,Movies,239100.0,28800.0,664.0,Animation,
713,Yudist Ardhana,Yudist Ardhana,Indonesia,12000000.0,Movies,243400.0,7000.0,255.0,,
714,Avril Lavigne,AvrilLavigne,United States,12000000.0,Music & Dance,122200.0,11800.0,454.0,,
715,Rauw Alejandro,Rauw Alejandro,Peru,11900000.0,Music & Dance,0.0,0.0,0.0,,
716,Timba Vk,MrTimbaVk,Mexico,11900000.0,Animation,1100000.0,48800.0,1100.0,Video games,
717,Mor Haryanvi,Mor Haryanvi,India,11900000.0,Music & Dance,170700.0,1800.0,45.0,,
718,Kluna Tik,Kluna Tik,United States,11900000.0,,244200.0,3200.0,224.0,,
719,CNCO,CNCO,Mexico,11900000.0,Music & Dance,161800.0,20200.0,1000.0,,
720,TV9 Bharatvarsh,TV9 Bharatvarsh,India,11900000.0,News & Politics,4400.0,86.0,3.0,,
721,Republic Bharat,Republic Bharat,India,11900000.0,News & Politics,6200.0,0.0,7.0,,
722,Rubius Z,elrubius,Argentina,11900000.0,Movies,2300000.0,186900.0,2500.0,Animation,
723,TommyInnit,TommyInnit,United States,11800000.0,Animation,2400000.0,252700.0,11100.0,Video games,
724,MrGear,MrGear,United States,11800000.0,,72100.0,0.0,93.0,,
725,Tfue,TTfue,United States,11800000.0,Animation,140300.0,6100.0,278.0,Video games,
726,emma chamberlain,emma chamberlain,United States,11800000.0,Food & Drinks,3100000.0,220900.0,6300.0,,
727,MORGENSHTERN,MORGENSHTERN,Russia,11800000.0,Music & Dance,0.0,0.0,0.0,Movies,
728,123 GO!,123 GO!,United States,11800000.0,DIY & Life Hacks,374600.0,2900.0,99.0,,
729,Luan Santana,luansantanaoficial,Brazil,11800000.0,Music & Dance,2200000.0,33600.0,1200.0,,
730,DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,Colombia,11800000.0,Animation,865300.0,42200.0,3000.0,Humor,
731,Duo Tiempo De Sol,TiempodeSol,,11800000.0,Music & Dance,122600.0,1100.0,0.0,Animation,
732,Nat and Essie,Nat and Essie,United States,11800000.0,Toys,54100.0,1300.0,0.0,,
733,FrontaL Gaming,FrontaL Gaming,,11800000.0,Movies,115500.0,7300.0,307.0,Animation,
734,웃웃TwinsFromRussia,N1Noobtubers,United States,11800000.0,Daily vlogs,107900.0,5200.0,22.0,,
735,Луномосик,Луномосик,Russia,11800000.0,Video games,2700000.0,61800.0,1700.0,,
736,Ben Azelart,Ben Azelart,United States,11800000.0,Video games,12400000.0,0.0,27400.0,Humor,
737,MBC مصر,MBCMASR,Egypt,11800000.0,,1900.0,25.0,1.0,,
738,El Trece,eltreceok,,11700000.0,News & Politics,2400.0,23.0,5.0,,
739,Koo Koo TV - Hindi,Koo Koo TV - Hindi,India,11700000.0,,210500.0,2900.0,71.0,,
740,办公室小野 Ms Yeah,办公室小野 Ms Yeah,United States,11700000.0,,520200.00000000006,37200.0,37.0,,
741,TsMadaan,TsMadaan,India,11700000.0,Education,3500.0,269.0,8.0,,
742,infobells - Kannada,infobellskannada,,11700000.0,Education,179600.0,987.0,0.0,,
743,Luli Pampín,lucygerardi43,,11700000.0,Music & Dance,3300000.0,8200.0,0.0,Animation,
744,YoungBoy Never Broke Again,YoungBoy Never Broke Again,United States,11700000.0,Music & Dance,29800.0,1700.0,95.0,,
745,Make Joke Of,Make Joke Of,India,11700000.0,Movies,14400000.0,0.0,30600.0,Animation,
746,Halsey,Halsey,United States,11600000.0,News & Politics,84500.0,10100.0,206.0,,
747,First We Feast,FirstWeFeast,United States,11600000.0,Food & Drinks,167200.0,3700.0,308.0,,
